Customer_ID,Age,Gender,Location,Annual_Income,Browsing_Time_per_Week_Hours,Purchase_Frequency_Per_Month,Impact_of_Dynamic_Pricing_on_Purchase,Perception_of_Amazon_Revenue_Growth_due_to_Dynamic_Pricing,Perception_of_Competition_in_Amazon_Marketplace,Likely_to_Recommend_Amazon_Based_on_Pricing
303,40,Male,Asia,136550,16.31,19,No Impact,Significant Growth,Increased Competition,Likely
304,59,Other,Asia,161828,23.41,4,No Impact,Negative Impact,Decreased Competition,Likely
305,30,Female,North America,119329,20.28,16,Low Impact,Moderate Growth,Increased Competition,Highly Likely
306,45,Female,North America,31130,22.39,3,Low Impact,Moderate Growth,Increased Competition,Highly Unlikely
307,49,Other,Australia,76513,4.52,4,High Impact,No Growth,Decreased Competition,Unlikely
308,19,Female,Australia,26325,13.42,8,Moderate Impact,Significant Growth,No Change,Highly Unlikely
309,38,Female,Asia,63344,5.79,4,High Impact,No Growth,Decreased Competition,Likely
310,51,Male,Europe,75308,12.69,0,Low Impact,Negative Impact,Increased Competition,Likely
311,27,Female,Asia,72993,10.43,16,High Impact,Moderate Growth,Increased Competition,Highly Likely
312,62,Male,South America,67126,10.89,9,Moderate Impact,Negative Impact,Decreased Competition,Highly Unlikely
313,19,Other,Asia,141171,13.8,3,Moderate Impact,Negative Impact,No Change,Highly Unlikely
314,31,Male,Australia,118740,22.88,9,High Impact,Significant Growth,No Change,Highly Likely
315,33,Other,North America,42101,18.42,16,Moderate Impact,Moderate Growth,No Change,Unlikely
316,33,Male,Europe,153653,7.06,2,No Impact,Significant Growth,Decreased Competition,Likely
317,38,Other,Asia,29652,18.42,15,Moderate Impact,Moderate Growth,No Change,Unlikely
318,28,Other,North America,67622,21.17,6,High Impact,Moderate Growth,No Change,Unlikely
319,26,Male,Australia,136478,28.84,12,No Impact,Moderate Growth,Increased Competition,Highly Likely
320,66,Other,North America,67866,15.86,18,High Impact,Moderate Growth,Decreased Competition,Likely
321,24,Other,Asia,98931,2.94,4,High Impact,No Growth,No Change,Likely
322,18,Male,Australia,198910,24.2,2,Low Impact,Moderate Growth,No Change,Likely
323,42,Male,North America,149281,3.9,1,High Impact,Moderate Growth,No Change,Highly Likely
324,55,Male,South America,174032,21.1,15,Moderate Impact,No Growth,Increased Competition,Highly Unlikely
325,53,Female,Australia,54195,10.57,10,Moderate Impact,Moderate Growth,Decreased Competition,Unlikely
326,35,Other,Australia,179120,13.38,14,Moderate Impact,Significant Growth,Decreased Competition,Highly Unlikely
327,25,Other,North America,133392,4.9,15,High Impact,Moderate Growth,Decreased Competition,Highly Likely
328,40,Male,North America,52024,21.88,3,Moderate Impact,Significant Growth,Decreased Competition,Highly Unlikely
329,50,Male,South America,28475,8.17,5,Low Impact,Significant Growth,Decreased Competition,Unlikely
330,37,Male,South America,46993,7.67,10,High Impact,No Growth,Decreased Competition,Highly Likely
331,48,Male,South America,183218,16.27,19,High Impact,Moderate Growth,Increased Competition,Unlikely
332,55,Male,South America,59043,14.36,15,High Impact,Negative Impact,Increased Competition,Unlikely
333,64,Female,Asia,140403,29.93,1,Low Impact,Negative Impact,Increased Competition,Likely
334,64,Male,South America,178945,3.64,15,No Impact,Negative Impact,Increased Competition,Likely
335,31,Male,South America,182679,1.74,1,Low Impact,Significant Growth,No Change,Highly Unlikely
336,57,Other,South America,51506,11.82,16,High Impact,No Growth,Decreased Competition,Likely
337,25,Female,North America,179555,26.1,6,No Impact,Moderate Growth,Increased Competition,Likely
338,57,Female,North America,123582,27.12,9,No Impact,Moderate Growth,Increased Competition,Highly Unlikely
339,26,Other,North America,72292,10.55,11,Low Impact,Moderate Growth,Decreased Competition,Likely
340,21,Other,Europe,102256,14.05,4,No Impact,Significant Growth,Increased Competition,Highly Likely
341,52,Other,Asia,57177,21.2,7,Moderate Impact,Moderate Growth,No Change,Likely
342,60,Female,North America,66791,7.63,6,Moderate Impact,No Growth,Decreased Competition,Likely
343,60,Female,Australia,118202,13.65,15,No Impact,Negative Impact,No Change,Likely
344,28,Male,North America,191227,22.01,17,Low Impact,Moderate Growth,Increased Competition,Highly Unlikely
345,62,Female,Asia,155671,9.36,12,High Impact,No Growth,Decreased Competition,Highly Likely
346,39,Other,Europe,28868,20.85,16,Moderate Impact,Negative Impact,Decreased Competition,Likely
347,31,Male,Australia,178561,4.56,0,High Impact,Negative Impact,Increased Competition,Unlikely
348,46,Male,Asia,161913,9.74,6,High Impact,Negative Impact,Decreased Competition,Highly Likely
349,34,Other,Asia,52774,17.1,17,High Impact,Moderate Growth,Decreased Competition,Unlikely
350,44,Male,Asia,126496,5.05,1,Low Impact,Negative Impact,No Change,Highly Unlikely
351,43,Male,North America,53768,11.73,12,No Impact,Significant Growth,Increased Competition,Likely
352,63,Other,Australia,137944,9.38,7,High Impact,No Growth,Increased Competition,Highly Likely
353,40,Other,Asia,60136,25.99,2,Moderate Impact,Significant Growth,Increased Competition,Highly Unlikely
354,21,Other,Australia,133732,13.87,18,No Impact,Significant Growth,Increased Competition,Unlikely
355,30,Female,Europe,96457,23.7,9,Moderate Impact,Moderate Growth,No Change,Highly Unlikely
356,45,Other,Europe,117637,28.68,18,High Impact,No Growth,Increased Competition,Highly Unlikely
357,22,Male,Australia,47509,23.94,4,Moderate Impact,Moderate Growth,Decreased Competition,Highly Unlikely
358,69,Male,Asia,62878,8.11,18,No Impact,Negative Impact,No Change,Highly Unlikely
359,67,Other,Asia,75582,10.74,12,No Impact,Moderate Growth,Increased Competition,Unlikely
360,32,Other,Asia,153827,16.72,11,Moderate Impact,No Growth,Decreased Competition,Likely
361,38,Female,Europe,41182,5.86,14,No Impact,Moderate Growth,Decreased Competition,Unlikely
362,50,Other,Asia,65556,12.9,14,High Impact,Negative Impact,Decreased Competition,Likely
363,47,Other,Europe,67045,16.79,6,Moderate Impact,Negative Impact,Increased Competition,Highly Likely
364,55,Male,South America,130755,7.61,7,Low Impact,Significant Growth,Increased Competition,Unlikely
365,67,Other,Europe,37334,7.42,16,Low Impact,Significant Growth,Increased Competition,Highly Likely
366,42,Female,North America,71111,18.97,12,High Impact,No Growth,Decreased Competition,Likely
367,44,Female,Asia,39866,6.27,2,Moderate Impact,Significant Growth,Decreased Competition,Highly Likely
368,35,Other,South America,26004,6.98,12,Low Impact,Negative Impact,No Change,Unlikely
369,49,Female,North America,192609,8.77,15,Moderate Impact,Negative Impact,Decreased Competition,Highly Unlikely
370,33,Male,Europe,45942,9.07,18,Low Impact,Significant Growth,Decreased Competition,Highly Unlikely
371,47,Male,Asia,144732,4.28,17,Moderate Impact,Negative Impact,Decreased Competition,Highly Likely
372,46,Other,Asia,102144,2.37,18,Low Impact,No Growth,No Change,Likely
373,41,Male,North America,130058,19.76,4,Moderate Impact,Moderate Growth,No Change,Likely
374,47,Female,Australia,74510,21.61,8,Moderate Impact,Significant Growth,No Change,Highly Likely
375,36,Other,Europe,183032,8.09,18,High Impact,No Growth,No Change,Highly Unlikely
376,19,Female,Europe,108715,15.75,9,Moderate Impact,Negative Impact,Increased Competition,Unlikely
377,58,Other,Europe,187130,2.27,14,High Impact,Significant Growth,No Change,Highly Unlikely
378,31,Female,South America,163973,16.89,6,Moderate Impact,Significant Growth,Increased Competition,Highly Likely
379,39,Other,South America,148937,4.43,11,Low Impact,Moderate Growth,Decreased Competition,Highly Likely
380,59,Other,Europe,69849,26.72,16,Moderate Impact,Negative Impact,Increased Competition,Highly Likely
381,36,Male,Asia,116730,1.17,3,High Impact,Moderate Growth,Increased Competition,Highly Unlikely
382,23,Male,North America,156215,10.61,12,No Impact,Negative Impact,No Change,Highly Unlikely
383,36,Female,Asia,25974,14.27,11,Moderate Impact,Moderate Growth,Increased Competition,Highly Likely
384,60,Other,South America,62056,13.34,18,High Impact,Moderate Growth,Decreased Competition,Highly Likely
385,58,Male,South America,36679,24.76,11,Moderate Impact,Significant Growth,No Change,Highly Likely
386,38,Other,Australia,186939,28.03,17,Low Impact,No Growth,Increased Competition,Unlikely
387,47,Other,Asia,181568,3.02,0,High Impact,Negative Impact,No Change,Likely
388,38,Female,Europe,33756,23.14,3,High Impact,Negative Impact,Increased Competition,Likely
389,53,Female,Asia,112248,2.57,6,Moderate Impact,Significant Growth,No Change,Unlikely
390,32,Other,South America,87762,24.88,5,No Impact,No Growth,No Change,Highly Unlikely
391,31,Other,South America,170218,28.19,4,No Impact,Negative Impact,Decreased Competition,Likely
392,51,Female,North America,167746,19.05,13,High Impact,Negative Impact,Increased Competition,Highly Likely
393,51,Male,Asia,78477,21.54,9,No Impact,No Growth,Increased Competition,Likely
394,34,Female,South America,62888,25.97,7,No Impact,Significant Growth,No Change,Highly Likely
395,47,Male,Australia,113806,2.77,14,High Impact,No Growth,No Change,Unlikely
396,22,Female,Europe,158480,22.76,2,Moderate Impact,Negative Impact,No Change,Highly Likely
397,35,Other,North America,75813,9.21,11,Low Impact,Negative Impact,No Change,Highly Unlikely
398,59,Other,Australia,56240,8.59,6,High Impact,No Growth,No Change,Likely
399,51,Other,South America,128127,8.14,0,Moderate Impact,Negative Impact,Increased Competition,Likely
400,56,Other,Europe,178017,23.67,1,Low Impact,Negative Impact,Decreased Competition,Likely
401,60,Female,Europe,67895,15.68,8,No Impact,Significant Growth,No Change,Highly Likely
402,59,Male,South America,152243,27.81,1,Moderate Impact,Negative Impact,No Change,Highly Likely
403,68,Other,Europe,61697,28.96,13,High Impact,Moderate Growth,No Change,Likely
404,24,Male,Europe,25157,4.08,0,High Impact,No Growth,Increased Competition,Highly Likely
405,69,Male,North America,71206,15.5,1,No Impact,No Growth,Decreased Competition,Unlikely
406,63,Female,Asia,130871,25.86,8,High Impact,Significant Growth,Decreased Competition,Highly Unlikely
407,36,Female,Europe,129336,12.85,3,Moderate Impact,Negative Impact,Increased Competition,Highly Unlikely
408,49,Female,Australia,96198,23.04,4,No Impact,Significant Growth,Decreased Competition,Highly Likely
409,68,Female,Asia,169968,21.05,8,No Impact,Moderate Growth,Increased Competition,Unlikely
410,69,Other,Australia,135136,11.11,4,Moderate Impact,Negative Impact,Decreased Competition,Likely
411,50,Male,North America,42327,19.57,11,Moderate Impact,No Growth,Decreased Competition,Likely
412,21,Male,South America,163513,28.31,10,Low Impact,Moderate Growth,Decreased Competition,Highly Likely
413,30,Female,North America,125532,1.7,19,Low Impact,No Growth,Increased Competition,Highly Unlikely
414,66,Male,Asia,57091,14.83,2,Moderate Impact,No Growth,Decreased Competition,Highly Unlikely
415,47,Female,North America,155783,20.43,9,Low Impact,Negative Impact,Decreased Competition,Highly Unlikely
416,29,Other,Australia,103007,3.59,15,No Impact,Significant Growth,Decreased Competition,Highly Likely
417,27,Other,North America,90053,7.96,7,Low Impact,Significant Growth,Increased Competition,Highly Unlikely
418,66,Other,Europe,131431,17.77,2,High Impact,Negative Impact,No Change,Unlikely
419,33,Other,South America,48267,29.88,19,No Impact,Significant Growth,No Change,Likely
420,67,Female,Australia,153852,22.96,7,Moderate Impact,Significant Growth,Decreased Competition,Likely
421,65,Male,South America,100567,17.73,14,Low Impact,No Growth,No Change,Highly Likely
422,40,Female,North America,101185,23.93,18,High Impact,Negative Impact,Increased Competition,Highly Likely
423,39,Other,South America,43228,29.68,4,Low Impact,Negative Impact,No Change,Highly Likely
424,51,Female,Europe,106920,8.61,7,High Impact,Significant Growth,Increased Competition,Highly Unlikely
425,25,Female,North America,75377,3.66,7,Moderate Impact,Moderate Growth,Increased Competition,Likely
426,36,Female,South America,157068,23.68,18,No Impact,Significant Growth,No Change,Unlikely
427,68,Female,Europe,91156,11.08,0,Moderate Impact,Negative Impact,No Change,Likely
428,39,Female,North America,124883,19.04,17,High Impact,No Growth,No Change,Highly Unlikely
429,35,Other,Asia,68375,22.39,3,Low Impact,Negative Impact,No Change,Highly Unlikely
430,47,Male,Europe,42786,10.23,7,No Impact,Negative Impact,Decreased Competition,Unlikely
431,45,Female,South America,123415,3.98,16,No Impact,No Growth,No Change,Highly Likely
432,27,Female,Europe,136028,14.0,2,Low Impact,Moderate Growth,No Change,Highly Likely
433,62,Male,North America,112379,4.79,6,High Impact,Significant Growth,Decreased Competition,Highly Likely
434,42,Other,North America,85476,12.77,15,Moderate Impact,Significant Growth,Decreased Competition,Highly Unlikely
435,37,Other,Australia,70352,10.24,2,Low Impact,Significant Growth,No Change,Highly Unlikely
436,29,Male,Asia,102638,12.87,0,No Impact,Negative Impact,Decreased Competition,Highly Likely
437,30,Female,Europe,82003,19.98,4,Moderate Impact,No Growth,Increased Competition,Likely
438,39,Male,South America,95069,17.14,15,Moderate Impact,Moderate Growth,Decreased Competition,Highly Likely
439,54,Male,Asia,32273,11.63,19,High Impact,Significant Growth,Increased Competition,Highly Unlikely
440,60,Male,Asia,68451,6.47,0,No Impact,Significant Growth,Increased Competition,Highly Likely
441,34,Other,Australia,74882,13.95,1,No Impact,Negative Impact,Decreased Competition,Highly Likely
442,23,Female,North America,140708,7.31,12,Low Impact,Significant Growth,Increased Competition,Likely
443,23,Other,Australia,33436,9.97,4,High Impact,Moderate Growth,Increased Competition,Highly Unlikely
444,59,Female,North America,193881,25.53,1,Low Impact,Moderate Growth,No Change,Unlikely
445,25,Male,Australia,187489,6.42,10,Moderate Impact,No Growth,No Change,Unlikely
446,42,Other,North America,124891,11.75,10,Moderate Impact,Moderate Growth,No Change,Highly Unlikely
447,64,Female,Australia,74361,28.1,10,High Impact,Moderate Growth,Increased Competition,Unlikely
448,56,Other,Asia,187002,21.16,18,No Impact,Moderate Growth,Increased Competition,Likely
449,25,Female,Asia,46415,15.3,15,Moderate Impact,Negative Impact,Decreased Competition,Highly Likely
450,62,Other,Australia,54797,1.25,19,High Impact,Moderate Growth,Decreased Competition,Highly Likely
451,55,Other,Asia,176637,16.05,9,Low Impact,Significant Growth,No Change,Highly Unlikely
452,34,Female,Europe,105380,17.63,13,Low Impact,Negative Impact,Increased Competition,Likely
453,18,Female,Europe,195376,26.71,17,Low Impact,Negative Impact,Decreased Competition,Unlikely
454,51,Other,South America,26566,9.57,18,No Impact,Significant Growth,No Change,Highly Unlikely
455,61,Female,Europe,197396,3.71,7,No Impact,Moderate Growth,No Change,Highly Unlikely
456,40,Other,Asia,177926,16.64,11,High Impact,Negative Impact,Decreased Competition,Likely
457,28,Female,Europe,155094,1.2,1,Moderate Impact,Moderate Growth,Decreased Competition,Highly Likely
458,42,Male,Europe,128759,28.79,18,No Impact,No Growth,Increased Competition,Unlikely
459,19,Other,Europe,69564,18.57,17,Moderate Impact,Negative Impact,No Change,Highly Unlikely
460,48,Male,South America,53143,25.31,13,No Impact,Negative Impact,Increased Competition,Likely
461,53,Female,Europe,152653,10.39,15,High Impact,Moderate Growth,Decreased Competition,Highly Likely
462,63,Other,North America,43419,11.63,13,Low Impact,Significant Growth,No Change,Unlikely
463,67,Male,Europe,198541,16.09,9,High Impact,No Growth,No Change,Unlikely
464,56,Other,North America,137578,6.25,10,Low Impact,Negative Impact,No Change,Highly Likely
465,25,Female,North America,78025,16.49,2,Low Impact,Moderate Growth,Decreased Competition,Unlikely
466,50,Male,Australia,116093,12.43,0,Low Impact,Moderate Growth,Increased Competition,Likely
467,22,Female,Australia,179152,27.03,6,Moderate Impact,Significant Growth,No Change,Unlikely
468,52,Other,Australia,32945,10.21,18,Low Impact,Significant Growth,Increased Competition,Highly Likely
469,58,Male,Europe,185173,18.3,1,Low Impact,No Growth,Increased Competition,Highly Likely
470,23,Female,North America,102400,2.67,19,Low Impact,Negative Impact,Increased Competition,Highly Likely
471,37,Other,North America,146401,28.64,0,No Impact,Negative Impact,No Change,Highly Unlikely
472,51,Female,Australia,188141,5.29,10,High Impact,Significant Growth,No Change,Unlikely
473,68,Female,Asia,64654,22.14,5,High Impact,No Growth,Decreased Competition,Unlikely
